1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585473639.47; ark; eur; 2.202698884532313 § bitcoin; eur; 3.713727469548986 § ethereum; eur; 6.241276294620256 § litecoin; eur; 8.993219124108629 § monero; eur; 5.389889530167835
1585473640.48; ark; eur; 1.2404320498269663 § bitcoin; eur; 3.3633758214783267 § ethereum; eur; 4.015313304899078 § litecoin; eur; 7.279914826545882 § monero; eur; 5.905942783056245
1585473641.49; ark; eur; 1.3018395770461229 § bitcoin; eur; 3.3984109862853926 § ethereum; eur; 4.311178495786379 § litecoin; eur; 9.44288008031406 § monero; eur; 5.44722878048877
1585473642.49; ark; eur; 1.0165175353677351 § bitcoin; eur; 3.5385516455136563 § ethereum; eur; 6.6396556325747405 § litecoin; eur; 9.44288008031406 § monero; eur; 5.5619072811306385
1585473643.49; ark; eur; 1.0793949086894508 § bitcoin; eur; 4.704754357379507 § ethereum; eur; 4.353444951627422 § litecoin; eur; 8.813354741626457 § monero; eur; 5.96328203337718
1585473644.5; ark; eur; 1.6559132306378257 § bitcoin; eur; 4.655746499490137 § ethereum; eur; 4.226645584104293 § litecoin; eur; 7.279914826545882 § monero; eur; 5.733925032093442
1585473645.5; ark; eur; 1.7604972241517935 § bitcoin; eur; 4.6869958510037435 § ethereum; eur; 1.5410482856045002 § litecoin; eur; 7.353449319743316 § monero; eur; 5.848603532735311
1585473646.51; ark; eur; 2.6476563130862094 § bitcoin; eur; 4.504976594654084 § ethereum; eur; 1.5892060445296408 § litecoin; eur; 7.2063803333484495 § monero; eur; 6.020621283698114
1585473647.51; ark; eur; 2.8348643352236182 § bitcoin; eur; 4.459471780566669 § ethereum; eur; 1.6213112171464013 § litecoin; eur; 7.2063803333484495 § monero; eur; 5.96328203337718
1585473648.52; ark; eur; 3.0155504686619 § bitcoin; eur; 4.277452524217009 § ethereum; eur; 1.52499569929612 § litecoin; eur; 7.353449319743316 § monero; eur; 5.44722878048877
1585473649.52; ark; eur; 2.8662657919954695 § bitcoin; eur; 2.941151866066068 § ethereum; eur; 1.6213112171464013 § litecoin; eur; 7.279914826545882 § monero; eur; 5.848603532735311
1585473650.52; ark; eur; 2.4863744480898258 § bitcoin; eur; 2.635937993172419 § ethereum; eur; 1.685521562379922 § litecoin; eur; 7.059311346953583 § monero; eur; 5.44722878048877
1585473651.53; ark; eur; 2.366837215008584 § bitcoin; eur; 1.2180879290730215 § ethereum; eur; 1.2330092824021652 § litecoin; eur; 3.407931901721863 § monero; eur; 1.7375879318236274
1585473652.53; ark; eur; 1.4221814805341666 § bitcoin; eur; 1.1336659933946933 § ethereum; eur; 1.2567209993714377 § litecoin; eur; 3.6209276455794797 § monero; eur; 1.7375879318236274
1585473653.54; ark; eur; 1.4796433585355468 § bitcoin; eur; 1.2060276525475462 § ethereum; eur; 1.2092975654328928 § litecoin; eur; 3.762924808151224 § monero; eur; 1.7044910188365108
1585473654.54; ark; eur; 0.9903815203447327 § bitcoin; eur; 1.1819070994965952 § ethereum; eur; 1.1381624145250755 § litecoin; eur; 3.407931901721863 § monero; eur; 5.5619072811306385
1585473655.54; ark; eur; 1.0103892278264446 § bitcoin; eur; 1.2095484180797735 § ethereum; eur; 1.2448651408868014 § litecoin; eur; 3.6209276455794797 § monero; eur; 5.389889530167835
1585473656.55; ark; eur; 1.4091016314811728 § bitcoin; eur; 1.2095484180797735 § ethereum; eur; 1.2092975654328928 § litecoin; eur; 3.727425517508288 § monero; eur; 1.7541363883171859
1585473657.55; ark; eur; 1.4684322264909064 § bitcoin; eur; 2.8837778172342947 § ethereum; eur; 3.4876113559829562 § litecoin; eur; 3.5144297736506713 § monero; eur; 1.6548456493558357
1585473658.55; ark; eur; 2.343579136373993 § bitcoin; eur; 2.854351512976802 § ethereum; eur; 3.252868283945642 § litecoin; eur; 1.0256174727982335 § monero; eur; 1.721039475330069
1585473659.56; ark; eur; 2.4900528323973674 § bitcoin; eur; 4.651252537236247 § ethereum; eur; 3.5546808051364747 § litecoin; eur; 1.144373180174871 § monero; eur; 1.6548456493558357
1585473660.56; ark; eur; 2.873787287967401 § bitcoin; eur; 4.697765062608609 § ethereum; eur; 3.252868283945642 § litecoin; eur; 3.443431192364799 § monero; eur; 1.671394105849394
1585473661.56; ark; eur; 3.1432048462143447 § bitcoin; eur; 4.697765062608609 § ethereum; eur; 3.152264110215364 § litecoin; eur; 3.5499290642936074 § monero; eur; 1.5886518233816023
1585473662.57; ark; eur; 2.500763974310488 § bitcoin; eur; 4.651252537236247 § ethereum; eur; 3.252868283945642 § litecoin; eur; 3.691926226865352 § monero; eur; 1.6879425623429525
1585473663.57; ark; eur; 2.7113546247787395 § bitcoin; eur; 4.696469060695558 § ethereum; eur; 6.482719918147643 § litecoin; eur; 1.144373180174871 § monero; eur; 1.7541363883171859
1585473664.57; ark; eur; 1.7912173647751786 § bitcoin; eur; 4.793303474318147 § ethereum; eur; 6.586200044513533 § litecoin; eur; 1.0580053929918618 § monero; eur; 1.6052002798751606
1585473665.58; ark; eur; 1.689827702618093 § bitcoin; eur; 3.13858416486297 § ethereum; eur; 6.516871622992339 § litecoin; eur; 1.0580053929918618 § monero; eur; 1.7541363883171859
1585473666.58; ark; eur; 1.053092119246392 § bitcoin; eur; 3.2387517445926397 § ethereum; eur; 7.140827416683094 § litecoin; eur; 1.0903933131854904 § monero; eur; 1.6879425623429525
1585473667.58; ark; eur; 0.9704966589133417 § bitcoin; eur; 3.171973358106193 § ethereum; eur; 6.299246712917049 § litecoin; eur; 1.0903933131854904 § monero; eur; 1.7044910188365108
1585473668.59; ark; eur; 1.251979755556897 § bitcoin; eur; 3.5392544837816473 § ethereum; eur; 6.586200044513533 § litecoin; eur; 1.1119852599812425 § monero; eur; 1.671394105849394
1585473669.59; ark; eur; 1.3025647961854585 § bitcoin; eur; 1.4482912485528003 § ethereum; eur; 7.348812681246679 § litecoin; eur; 1.1011892865833666 § monero; eur; 1.7541363883171859
1585473670.59; ark; eur; 2.1077209802545798 § bitcoin; eur; 1.463536419590198 § ethereum; eur; 5.05346924738844 § litecoin; eur; 2.2136657412177105 § monero; eur; 1.5706811378945158
1585473671.6; ark; eur; 2.0425337334425824 § bitcoin; eur; 1.120000406112951 § ethereum; eur; 5.205073324810093 § litecoin; eur; 2.080845796744648 § monero; eur; 1.6178015720313512
1585473672.6; ark; eur; 2.776108441268187 § bitcoin; eur; 1.0453337123720876 § ethereum; eur; 5.255608017283977 § litecoin; eur; 2.1915290838055332 § monero; eur; 1.5235607037576804
1585473673.6; ark; eur; 2.8345528295054123 § bitcoin; eur; 1.0666670534409057 § ethereum; eur; 4.750261092545133 § litecoin; eur; 2.324349028278596 § monero; eur; 1.476440269620845
1585473674.61; ark; eur; 2.936592175320345 § bitcoin; eur; 1.0560003829064968 § ethereum; eur; 4.901865169966787 § litecoin; eur; 2.280075713454242 § monero; eur; 1.476440269620845
1585473675.61; ark; eur; 2.8236463224234085 § bitcoin; eur; 1.0560003829064968 § ethereum; eur; 5.002934554914556 § litecoin; eur; 2.280075713454242 § monero; eur; 1.6492151947892415
1585473676.62; ark; eur; 1.948138436563221 § bitcoin; eur; 2.266998678277425 § ethereum; eur; 2.117319911933556 § litecoin; eur; 2.1251191115690022 § monero; eur; 1.6178015720313512
1585473677.62; ark; eur; 1.9087821045114388 § bitcoin; eur; 4.355585084185228 § ethereum; eur; 2.2496524064294032 § litecoin; eur; 6.145856090746794 § monero; eur; 1.6649220061681866
1585473678.63; ark; eur; 1.095913103916523 § bitcoin; eur; 4.099374196880214 § ethereum; eur; 2.2055415749307876 § litecoin; eur; 5.850382240230121 § monero; eur; 1.6178015720313512
1585473679.63; ark; eur; 1.1529919114121752 § bitcoin; eur; 4.483690527837735 § ethereum; eur; 2.2055415749307876 § litecoin; eur; 6.204950860850128 § monero; eur; 1.6492151947892415
1585473680.63; ark; eur; 1.1597949574916369 § bitcoin; eur; 4.52639234238857 § ethereum; eur; 2.2496524064294032 § litecoin; eur; 2.280075713454242 § monero; eur; 1.5706811378945158
1585473681.64; ark; eur; 1.0935209599206863 § bitcoin; eur; 4.227479640532721 § ethereum; eur; 2.117319911933556 § litecoin; eur; 6.264045630953463 § monero; eur; 1.6492151947892415
1585473682.64; ark; eur; 1.8340899843320853 § bitcoin; eur; 4.886524549120057 § ethereum; eur; 1.0074307029127478 § litecoin; eur; 5.554908389713448 § monero; eur; 1.5078538923787352
1585473683.65; ark; eur; 2.0042632818474333 § bitcoin; eur; 3.7211221994989034 § ethereum; eur; 1.0074307029127478 § litecoin; eur; 5.850382240230121 § monero; eur; 5.669988200630539
1585473684.65; ark; eur; 2.8329958676989864 § bitcoin; eur; 3.9536923369675847 § ethereum; eur; 2.5862809841132943 § litecoin; eur; 5.850382240230121 § monero; eur; 5.892340679086638
1585473685.65; ark; eur; 2.610800113369654 § bitcoin; eur; 4.031215716123812 § ethereum; eur; 0.9973563958836204 § litecoin; eur; 5.850382240230121 § monero; eur; 1.49214708099979
1585473686.66; ark; eur; 2.8313263873406043 § bitcoin; eur; 3.9149306473894714 § ethereum; eur; 1.0074307029127478 § litecoin; eur; 5.554908389713448 § monero; eur; 1.6649220061681866
1585473687.66; ark; eur; 2.8018334041391397 § bitcoin; eur; 4.108739095280039 § ethereum; eur; 0.9671334747962379 § litecoin; eur; 5.909477010333456 § monero; eur; 1.5706811378945158
1585473688.67; ark; eur; 2.2933365978180595 § bitcoin; eur; 2.019358956849278 § ethereum; eur; 2.6118877265302576 § litecoin; eur; 8.330663344895909 § monero; eur; 5.558811961402489
1585473689.67; ark; eur; 2.248369213547117 § bitcoin; eur; 1.020600438063806 § ethereum; eur; 5.491599517322225 § litecoin; eur; 9.295266469041751 § monero; eur; 5.336459482946389
1585473690.67; ark; eur; 1.3850451272971587 § bitcoin; eur; 1.0105945514161216 § ethereum; eur; 5.491599517322225 § litecoin; eur; 9.032192889729249 § monero; eur; 5.558811961402489
1585473691.68; ark; eur; 1.3454724093743826 § bitcoin; eur; 0.9605651181776997 § ethereum; eur; 5.43722724487349 § litecoin; eur; 8.330663344895909 § monero; eur; 5.4476357221744385
1585473692.68; ark; eur; 1.0564704236909448 § bitcoin; eur; 0.9805768914730685 § ethereum; eur; 2.407033787194551 § litecoin; eur; 8.944501696625082 § monero; eur; 5.836752559472613
1585473693.69; ark; eur; 1.0158369458566776 § bitcoin; eur; 0.970571004825384 § ethereum; eur; 5.491599517322225 § litecoin; eur; 8.418354538000077 § monero; eur; 5.336459482946389
1585473694.69; ark; eur; 1.714463363620383 § bitcoin; eur; 1.8225176874231355 § ethereum; eur; 5.7634608795658995 § litecoin; eur; 8.418354538000077 § monero; eur; 5.781164439858588
1585473695.69; ark; eur; 1.5850699022150712 § bitcoin; eur; 3.787928446414868 § ethereum; eur; 6.78262814281018 § litecoin; eur; 8.163450698687145 § monero; eur; 5.2808713633323645
1585473696.7; ark; eur; 2.6478657738008033 § bitcoin; eur; 3.8636870153431655 § ethereum; eur; 6.71270414133791 § litecoin; eur; 7.755278163752788 § monero; eur; 5.614400081016513
1585473697.7; ark; eur; 2.6735732084978983 § bitcoin; eur; 3.6364113085582734 § ethereum; eur; 7.2720961531160695 § litecoin; eur; 8.081816191700273 § monero; eur; 5.225283243718339
1585473698.7; ark; eur; 3.149296245816075 § bitcoin; eur; 3.560652739629976 § ethereum; eur; 6.85255214428245 § litecoin; eur; 8.163450698687145 § monero; eur; 5.669988200630539
1585473699.71; ark; eur; 3.059316353078473 § bitcoin; eur; 3.787928446414868 § ethereum; eur; 6.57285613839337 § litecoin; eur; 8.081816191700273 § monero; eur; 5.336459482946389
1585473700.71; ark; eur; 2.5593196128510955 § bitcoin; eur; 4.8233782521035495 § ethereum; eur; 7.2720961531160695 § litecoin; eur; 8.48998872663463 § monero; eur; 5.2808713633323645
1585473701.72; ark; eur; 2.5593196128510955 § bitcoin; eur; 4.773652703112791 § ethereum; eur; 5.7384104128365125 § litecoin; eur; 7.918547177726531 § monero; eur; 5.669988200630539
1585473702.73; ark; eur; 1.5043205206544257 § bitcoin; eur; 4.387059709173754 § ethereum; eur; 6.086192862099332 § litecoin; eur; 4.50984050047739 § monero; eur; 10.350671794272296
1585473703.73; ark; eur; 1.5508458975818822 § bitcoin; eur; 4.604240882895227 § ethereum; eur; 5.564519188205103 § litecoin; eur; 4.788799706692487 § monero; eur; 9.355414890976883
1585473704.73; ark; eur; 0.9552298736923767 § bitcoin; eur; 4.0830060659636915 § ethereum; eur; 5.854337895924119 § litecoin; eur; 8.000181684713402 § monero; eur; 5.558811961402489
1585473705.74; ark; eur; 1.0557803867126268 § bitcoin; eur; 4.343623474429459 § ethereum; eur; 6.144156603643134 § litecoin; eur; 8.000181684713402 § monero; eur; 5.669988200630539
1585473706.74; ark; eur; 1.4569682613528827 § bitcoin; eur; 2.553751948544665 § ethereum; eur; 5.7384104128365125 § litecoin; eur; 7.673643656765916 § monero; eur; 5.614400081016513
1585473707.75; ark; eur; 1.347008392571533 § bitcoin; eur; 2.355402282638283 § ethereum; eur; 2.860306946948232 § litecoin; eur; 4.50984050047739 § monero; eur; 9.95256903295413
1585473708.75; ark; eur; 2.43450365834862 § bitcoin; eur; 1.1594091710043246 § ethereum; eur; 2.9192823479162366 § litecoin; eur; 4.602826902549089 § monero; eur; 9.85304334262459
1585473709.75; ark; eur; 2.3185749127129713 § bitcoin; eur; 1.1375335262683939 § ethereum; eur; 1.0569852928064198 § litecoin; eur; 4.649320103584938 § monero; eur; 10.549723174931378
1585473710.76; ark; eur; 2.9994527116951915 § bitcoin; eur; 1.0500309473246714 § ethereum; eur; 3.007745449368244 § litecoin; eur; 4.742306505656637 § monero; eur; 10.251146103942755
1585473711.76; ark; eur; 2.8212674020895365 § bitcoin; eur; 1.0828444144285674 § ethereum; eur; 3.0372331498522462 § litecoin; eur; 4.6958133046207875 § monero; eur; 9.753517652295049
1585473712.77; ark; eur; 2.702053515684529 § bitcoin; eur; 1.4169386261705779 § ethereum; eur; 2.860306946948232 § litecoin; eur; 4.370360897369842 § monero; eur; 10.251146103942755
1585473713.77; ark; eur; 2.565586166407533 § bitcoin; eur; 1.5191919290901041 § ethereum; eur; 1.046308673687163 § litecoin; eur; 4.788799706692487 § monero; eur; 9.95256903295413
1585473714.78; ark; eur; 1.7274615282343433 § bitcoin; eur; 3.1456222241419844 § ethereum; eur; 1.8072306148384347 § litecoin; eur; 1.4138748983634324 § monero; eur; 10.052094723283671
1585473715.78; ark; eur; 1.9274833893983199 § bitcoin; eur; 3.1456222241419844 § ethereum; eur; 1.9766584849795379 § litecoin; eur; 1.4284509282434679 § monero; eur; 10.151620413613212
1585473724.02; ark; eur; 2.6911545968460624 § bitcoin; eur; 3.1916555924436536 § ethereum; eur; 4.690634206534309 § litecoin; eur; 1.5450591672837508 § monero; eur; 10.926599411090026
1585473725.02; ark; eur; 2.7468848463525606 § bitcoin; eur; 3.222052312371688 § ethereum; eur; 4.690634206534309 § litecoin; eur; 1.5013310776436448 § monero; eur; 9.753517652295049
1585473726.02; ark; eur; 2.8625431556726686 § bitcoin; eur; 2.8876883931633057 § ethereum; eur; 4.504866515186415 § litecoin; eur; 1.492294361677852 § monero; eur; 11.1408464583663
1585473727.03; ark; eur; 2.1423905735794997 § bitcoin; eur; 1.2852710620851624 § ethereum; eur; 6.541041851665501 § litecoin; eur; 1.477066868191343 § monero; eur; 11.247969982004438
1585473728.03; ark; eur; 2.2264058901904606 § bitcoin; eur; 1.3789887436955388 § ethereum; eur; 6.609177704287016 § litecoin; eur; 1.4618393747048344 § monero; eur; 11.1408464583663
1585473729.03; ark; eur; 1.2778673335910395 § bitcoin; eur; 1.2235162648281421 § ethereum; eur; 6.609177704287016 § litecoin; eur; 1.5075218551643605 § monero; eur; 11.355093505642575
1585473730.04; ark; eur; 1.1561656827728453 § bitcoin; eur; 1.2351688006836483 § ethereum; eur; 6.881721114773079 § litecoin; eur; 1.431384387731817 § monero; eur; 10.819475887451887
1585473731.04; ark; eur; 1.0745919428050923 § bitcoin; eur; 1.1069909062730812 § ethereum; eur; 6.472905999043985 § litecoin; eur; 1.5379768421373778 § monero; eur; 10.71235236381375
1585473732.04; ark; eur; 1.064056727679552 § bitcoin; eur; 1.20021119311713 § ethereum; eur; 6.813585262151563 § litecoin; eur; 1.5075218551643605 § monero; eur; 10.926599411090026
1585473733.05; ark; eur; 1.848225197043482 § bitcoin; eur; 2.7321113509774904 § ethereum; eur; 6.460142735357842 § litecoin; eur; 4.4977720866664725 § monero; eur; 10.605228840175613
1585473734.05; ark; eur; 1.7250101839072498 § bitcoin; eur; 2.59818432396879 § ethereum; eur; 6.396180926096873 § litecoin; eur; 4.784863921985609 § monero; eur; 10.605228840175613
1585473735.06; ark; eur; 2.714238792962596 § bitcoin; eur; 4.352754564484916 § ethereum; eur; 3.586951952286065 § litecoin; eur; 4.832712561205465 § monero; eur; 11.355093505642575
1585473736.06; ark; eur; 2.821733398624481 § bitcoin; eur; 4.6668708732621775 § ethereum; eur; 6.396180926096873 § litecoin; eur; 4.7370152827657535 § monero; eur; 10.819475887451887
1585473737.06; ark; eur; 3.072032132583674 § bitcoin; eur; 4.711744631658929 § ethereum; eur; 6.779951781662685 § litecoin; eur; 4.4977720866664725 § monero; eur; 10.069611221984925
1585473738.07; ark; eur; 3.0422065778983955 § bitcoin; eur; 4.442502081278419 § ethereum; eur; 3.9267684530289553 § litecoin; eur; 4.641318004326041 § monero; eur; 10.176734745623062
1585473739.07; ark; eur; 2.4456204939016812 § bitcoin; eur; 4.879437405048459 § ethereum; eur; 4.00228323097182 § litecoin; eur; 4.4977720866664725 § monero; eur; 7.425205490049741
1585473740.07; ark; eur; 2.3743888290307584 § bitcoin; eur; 4.978011898079742 § ethereum; eur; 1.3478666770038035 § litecoin; eur; 7.997430404897047 § monero; eur; 7.567997903319928
1585473741.08; ark; eur; 1.4362309349723978 § bitcoin; eur; 3.5608447844387 § ethereum; eur; 1.4295555665191855 § litecoin; eur; 8.73946003009368 § monero; eur; 6.9254320436040855
1585473742.08; ark; eur; 1.3651303936371306 § bitcoin; eur; 3.5968129135744444 § ethereum; eur; 1.3887111217614945 § litecoin; eur; 8.079878141030006 § monero; eur; 7.282413076779553
